survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,embark_town,alive,alone,age_group,age_standardized,fare_standardized
0,3,male,28.0,0,0,7.75,Q,Third,man,True,Queenstown,no,True,Adult,-0.10128291979289036,-0.4898974548547925
1,1,male,48.0,0,0,26.55,S,First,man,True,Southampton,yes,True,Adult,1.4389638483568186,-0.11160884140263673
0,3,male,34.0,0,0,8.05,S,Third,man,True,Southampton,no,True,Adult,0.3607911106520223,-0.4838609344273645
0,1,male,47.0,0,0,38.5,S,First,man,True,Southampton,no,True,Adult,1.3619515099493331,0.12884588895657928
0,2,male,48.0,0,0,13.0,S,Second,man,True,Southampton,no,True,Adult,1.4389638483568186,-0.3842583473748022
0,3,male,28.0,0,0,8.05,S,Third,man,True,Southampton,no,True,Adult,-0.10128291979289036,-0.4838609344273645
0,3,male,38.0,0,0,7.05,S,Third,man,True,Southampton,no,True,Adult,0.6688404642819641,-0.5039826691854579
0,2,male,28.0,0,0,0.0,S,Second,man,True,Southampton,no,True,Adult,-0.10128291979289036,-0.6458408992300163
0,1,male,56.0,0,0,26.55,S,First,man,True,Southampton,no,True,Adult,2.055062555616702,-0.11160884140263673
0,3,male,28.0,0,0,7.725,Q,Third,man,True,Queenstown,no,True,Adult,-0.10128291979289036,-0.4904004982237448
1,3,female,0.75,2,1,19.2583,C,Third,child,False,Cherbourg,yes,False,Child,-2.1998691413968685,-0.25833049473822634
0,3,male,28.0,0,0,7.25,S,Third,man,True,Southampton,no,True,Adult,-0.10128291979289036,-0.4999583222338392
0,3,male,38.0,0,0,8.6625,S,Third,man,True,Southampton,no,True,Adult,0.6688404642819641,-0.47153637188803227
1,2,female,33.0,1,2,27.75,S,Second,woman,False,Southampton,yes,False,Adult,0.28377877224453685,-0.08746275969292468
1,2,female,23.0,0,0,13.7917,C,Second,woman,False,Cherbourg,yes,True,Adult,-0.4863446118303176,-0.3683279699668197
0,3,female,22.0,0,0,9.8375,S,Third,woman,False,Southampton,no,True,Adult,-0.563356950237803,-0.44789333354727257
0,1,male,28.0,0,0,52.0,S,First,man,True,Southampton,no,True,Adult,-0.10128291979289036,0.40048930819084005
0,2,male,34.0,1,0,21.0,S,Second,man,True,Southampton,no,False,Adult,0.3607911106520223,-0.22328446931005508
0,3,male,29.0,1,0,7.0458,S,Third,man,True,Southampton,no,False,Adult,-0.024270581385404916,-0.5040671804714418
0,3,male,22.0,0,0,7.5208,S,Third,man,True,Southampton,no,True,Adult,-0.563356950237803,-0.49450935646134747
1,3,female,2.0,0,1,12.2875,S,Third,child,False,Southampton,yes,False,Child,-2.103603718387512,-0.3985950833899437
0,3,male,9.0,5,2,46.9,S,Third,child,False,Southampton,no,False,Child,-1.5645173495351137,0.29786846092456376
0,2,male,28.0,0,0,0.0,S,Second,man,True,Southampton,no,True,Adult,-0.10128291979289036,-0.6458408992300163
0,3,male,50.0,0,0,8.05,S,Third,man,True,Southampton,no,True,Adult,1.5929885251717895,-0.4838609344273645
1,3,female,63.0,0,0,9.5875,S,Third,woman,False,Southampton,yes,True,Senior,2.5941489244691005,-0.45292376723679595
1,1,male,25.0,1,0,91.0792,C,First,man,True,Cherbourg,yes,False,Adult,-0.3323199350153467,1.1868306051493234
0,3,female,28.0,3,1,25.4667,S,Third,woman,False,Southampton,no,False,Adult,-0.10128291979289036,-0.13340671666607934
1,1,female,35.0,1,0,90.0,S,First,woman,False,Southampton,yes,False,Adult,0.43780344905950774,1.165115228998389
0,1,male,58.0,0,0,29.7,C,First,man,True,Cherbourg,no,True,Adult,2.209087232431673,-0.04822537691464258
0,3,male,30.0,0,0,8.05,S,Third,man,True,Southampton,no,True,Adult,0.052741757022080525,-0.4838609344273645
1,3,male,9.0,1,1,15.9,S,Third,child,False,Southampton,yes,False,Child,-1.5645173495351137,-0.32590531657633137
0,3,male,28.0,1,0,19.9667,S,Third,man,True,Southampton,no,False,Adult,-0.10128291979289036,-0.24407625783559297
0,3,male,21.0,0,0,7.25,S,Third,man,True,Southampton,no,True,Adult,-0.6403692886452884,-0.4999583222338392
0,1,male,55.0,0,0,30.5,S,First,man,True,Southampton,no,True,Adult,1.9780502172092165,-0.032127989108167845
0,1,male,71.0,0,0,49.5042,C,First,man,True,Cherbourg,no,True,Senior,3.210247631728984,0.3502694825815905
0,3,male,21.0,0,0,8.05,S,Third,man,True,Southampton,no,True,Adult,-0.6403692886452884,-0.4838609344273645
0,3,male,28.0,0,0,14.4583,C,Third,man,True,Cherbourg,no,True,Adult,-0.10128291979289036,-0.3549148215770746
1,1,female,54.0,1,0,78.2667,C,First,woman,False,Cherbourg,yes,False,Adult,1.901037878801731,0.9290208785612518
0,3,male,28.0,0,0,15.1,S,Third,man,True,Southampton,no,True,Adult,-0.10128291979289036,-0.34200270438280606
0,1,female,25.0,1,2,151.55,S,First,woman,False,Southampton,no,False,Adult,-0.3323199350153467,2.4036080033590372
0,3,male,24.0,0,0,7.7958,S,Third,man,True,Southampton,no,True,Adult,-0.4093322734228321,-0.48897587940287185
0,3,male,17.0,0,0,8.6625,S,Third,man,True,Southampton,no,True,Teenager,-0.9484186422752302,-0.47153637188803227
0,3,female,21.0,0,0,7.75,Q,Third,woman,False,Queenstown,no,True,Adult,-0.6403692886452884,-0.4898974548547925
0,3,female,28.0,0,0,7.6292,Q,Third,woman,False,Queenstown,no,True,Adult,-0.10128291979289036,-0.4923281604135702
0,3,female,37.0,0,0,9.5875,S,Third,woman,False,Southampton,no,True,Adult,0.5918281258744786,-0.45292376723679595
1,1,female,16.0,0,0,86.5,S,First,woman,False,Southampton,yes,True,Teenager,-1.0254309806827158,1.0946891573450621
0,1,male,18.0,1,0,108.9,C,First,man,True,Cherbourg,no,False,Adult,-0.8714063038677448,1.5454160159263541
1,2,female,33.0,0,2,26.0,S,Second,woman,False,Southampton,yes,False,Adult,0.28377877224453685,-0.12267579551958811
1,1,male,28.0,0,0,26.55,S,First,man,True,Southampton,yes,True,Adult,-0.10128291979289036,-0.11160884140263673
0,3,male,28.0,0,0,22.525,S,Third,man,True,Southampton,no,True,Adult,-0.10128291979289036,-0.19259882380396268
1,3,male,26.0,0,0,56.4958,S,Third,man,True,Southampton,yes,True,Adult,-0.25530759660786123,0.4909526033162764
1,3,male,29.0,0,0,7.75,Q,Third,man,True,Queenstown,yes,True,Adult,-0.024270581385404916,-0.4898974548547925
0,3,male,28.0,0,0,8.05,S,Third,man,True,Southampton,no,True,Adult,-0.10128291979289036,-0.4838609344273645
1,1,male,36.0,0,0,26.2875,S,First,man,True,Southampton,yes,True,Adult,0.5148157874669932,-0.11689079677663623
1,1,female,54.0,1,0,59.4,C,First,woman,False,Cherbourg,yes,False,Adult,1.901037878801731,0.5493901454007312
0,3,male,24.0,0,0,7.4958,S,Third,man,True,Southampton,no,True,Adult,-0.4093322734228321,-0.4950123998302999
0,1,male,47.0,0,0,34.0208,S,First,man,True,Southampton,no,True,Adult,1.3619515099493331,0.038716614628127394
1,2,female,34.0,0,0,10.5,S,Second,woman,False,Southampton,yes,True,Adult,0.3607911106520223,-0.4345626842700357
0,3,male,28.0,0,0,24.15,Q,Third,man,True,Queenstown,no,True,Adult,-0.10128291979289036,-0.1599010048220609
1,2,female,36.0,1,0,26.0,S,Second,woman,False,Southampton,yes,False,Adult,0.5148157874669932,-0.12267579551958811
0,3,male,32.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,Adult,0.2067664338370514,-0.48696370592706245
1,1,female,30.0,0,0,93.5,S,First,woman,False,Southampton,yes,True,Adult,0.052741757022080525,1.2355413006517157
0,3,male,22.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,Adult,-0.563356950237803,-0.48696370592706245
0,3,male,28.0,0,0,7.225,C,Third,man,True,Cherbourg,no,True,Adult,-0.10128291979289036,-0.5004613656027915
1,1,female,44.0,0,1,57.9792,C,First,woman,False,Cherbourg,yes,False,Adult,1.1309144947268768,0.5208011846564321
0,3,male,28.0,0,0,7.2292,C,Third,man,True,Cherbourg,no,True,Adult,-0.10128291979289036,-0.5003768543168076
0,3,male,40.5,0,0,7.75,Q,Third,man,True,Queenstown,no,True,Adult,0.8613713103006777,-0.4898974548547925
1,2,female,50.0,0,0,10.5,S,Second,woman,False,Southampton,yes,True,Adult,1.5929885251717895,-0.4345626842700357
0,1,male,28.0,0,0,221.7792,S,First,man,True,Southampton,no,True,Adult,-0.10128291979289036,3.8167413380321293
0,3,male,39.0,0,0,7.925,S,Third,man,True,Southampton,no,True,Adult,0.7458528026894495,-0.48637615127212613
0,2,male,23.0,2,1,11.5,S,Second,man,True,Southampton,no,False,Adult,-0.4863446118303176,-0.41444094951194227
1,2,female,2.0,1,1,26.0,S,Second,child,False,Southampton,yes,False,Child,-2.103603718387512,-0.12267579551958811
0,3,male,28.0,0,0,7.2292,C,Third,man,True,Cherbourg,no,True,Adult,-0.10128291979289036,-0.5003768543168076
0,3,male,17.0,1,1,7.2292,C,Third,man,True,Cherbourg,no,False,Teenager,-0.9484186422752302,-0.5003768543168076
1,3,female,28.0,0,2,22.3583,C,Third,woman,False,Cherbourg,yes,False,Adult,-0.10128291979289036,-0.1959531169881368
0,3,female,30.0,0,0,8.6625,S,Third,woman,False,Southampton,no,True,Adult,0.052741757022080525,-0.47153637188803227
1,2,female,7.0,0,2,26.25,S,Second,child,False,Southampton,yes,False,Child,-1.7185420263500846,-0.11764536183006476
0,1,male,45.0,0,0,26.55,S,First,man,True,Southampton,no,True,Adult,1.2079268331343622,-0.11160884140263673
1,1,female,30.0,0,0,106.425,C,First,woman,False,Cherbourg,yes,True,Adult,0.052741757022080525,1.495614722400073
0,3,male,28.0,0,0,14.5,S,Third,man,True,Southampton,no,True,Adult,-0.10128291979289036,-0.3540757452376621
1,1,female,22.0,0,2,49.5,C,First,woman,False,Cherbourg,yes,False,Adult,-0.563356950237803,0.3501849712956066
1,1,female,36.0,0,2,71.0,S,First,woman,False,Southampton,yes,False,Adult,0.5148157874669932,0.7828022685946145
0,3,female,9.0,4,2,31.275,S,Third,child,False,Southampton,no,False,Child,-1.5645173495351137,-0.016533644670645498
0,3,female,11.0,4,2,31.275,S,Third,child,False,Southampton,no,False,Child,-1.4104926727201428,-0.016533644670645498
1,2,male,32.0,1,0,26.0,S,Second,man,True,Southampton,yes,False,Adult,0.2067664338370514,-0.12267579551958811
0,1,male,50.0,1,0,106.425,C,First,man,True,Cherbourg,no,False,Adult,1.5929885251717895,1.495614722400073
0,1,male,64.0,0,0,26.0,S,First,man,True,Southampton,no,True,Senior,2.671161262876586,-0.12267579551958811
1,2,female,19.0,1,0,26.0,S,Second,woman,False,Southampton,yes,False,Adult,-0.7943939654602593,-0.12267579551958811
1,2,male,28.0,0,0,13.8625,C,Second,man,True,Cherbourg,yes,True,Adult,-0.10128291979289036,-0.36690335114594663
0,3,male,33.0,1,1,20.525,S,Third,man,True,Southampton,no,False,Adult,0.28377877224453685,-0.23284229332014947
1,2,male,8.0,1,1,36.75,S,Second,child,False,Southampton,yes,False,Child,-1.6415296879425991,0.09363285312991586
1,1,male,17.0,0,2,110.8833,C,First,man,True,Cherbourg,yes,False,Teenager,-0.9484186422752302,1.585323452472081
0,2,male,27.0,0,0,26.0,S,Second,man,True,Southampton,no,True,Adult,-0.1782952582003758,-0.12267579551958811
0,3,male,28.0,0,0,7.8292,Q,Third,man,True,Queenstown,no,True,Adult,-0.10128291979289036,-0.4883038134619515
1,3,male,22.0,0,0,7.225,C,Third,man,True,Cherbourg,yes,True,Adult,-0.563356950237803,-0.5004613656027915
1,3,female,22.0,0,0,7.775,S,Third,woman,False,Southampton,yes,True,Adult,-0.563356950237803,-0.4893944114858402
0,1,male,62.0,0,0,26.55,S,First,man,True,Southampton,no,True,Senior,2.517136586061615,-0.11160884140263673
1,1,female,48.0,1,0,39.6,C,First,woman,False,Cherbourg,yes,False,Adult,1.4389638483568186,0.15097979719048205
0,1,male,28.0,0,0,227.525,C,First,man,True,Cherbourg,no,True,Adult,-0.10128291979289036,3.9323568016051826
1,1,female,39.0,1,1,79.65,S,First,woman,False,Southampton,yes,False,Adult,0.7458528026894495,0.9568552742521225
1,3,female,36.0,1,0,17.4,S,Third,woman,False,Southampton,yes,False,Adult,0.5148157874669932,-0.2957227144391913
0,3,male,28.0,0,0,7.75,Q,Third,man,True,Queenstown,no,True,Adult,-0.10128291979289036,-0.4898974548547925
0,3,male,40.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,Adult,0.822865141096935,-0.48696370592706245
0,2,male,28.0,0,0,13.5,S,Second,man,True,Southampton,no,True,Adult,-0.10128291979289036,-0.37419747999575553
0,3,male,28.0,0,0,8.05,S,Third,man,True,Southampton,no,True,Adult,-0.10128291979289036,-0.4838609344273645
0,3,female,28.0,0,0,8.05,S,Third,woman,False,Southampton,no,True,Adult,-0.10128291979289036,-0.4838609344273645
0,3,male,24.0,2,0,24.15,S,Third,man,True,Southampton,no,False,Adult,-0.4093322734228321,-0.1599010048220609
0,3,male,19.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,Adult,-0.7943939654602593,-0.48696370592706245
0,3,female,29.0,0,4,21.075,S,Third,woman,False,Southampton,no,False,Adult,-0.024270581385404916,-0.22177533920319809
0,3,male,28.0,0,0,7.2292,C,Third,man,True,Cherbourg,no,True,Adult,-0.10128291979289036,-0.5003768543168076
1,3,male,32.0,0,0,7.8542,S,Third,man,True,Southampton,yes,True,Adult,0.2067664338370514,-0.4878007700929992
1,2,male,62.0,0,0,10.5,S,Second,man,True,Southampton,yes,True,Senior,2.517136586061615,-0.4345626842700357
1,1,female,53.0,2,0,51.4792,S,First,woman,False,Southampton,yes,False,Adult,1.8240255403942456,0.390009908728825
1,1,male,36.0,0,0,26.3875,S,First,man,True,Southampton,yes,True,Adult,0.5148157874669932,-0.11487862330082693
1,3,female,28.0,0,0,7.75,Q,Third,woman,False,Queenstown,yes,True,Adult,-0.10128291979289036,-0.4898974548547925
0,3,male,16.0,0,0,8.05,S,Third,man,True,Southampton,no,True,Teenager,-1.0254309806827158,-0.4838609344273645
0,3,male,19.0,0,0,14.5,S,Third,man,True,Southampton,no,True,Adult,-0.7943939654602593,-0.3540757452376621
1,2,female,34.0,0,0,13.0,S,Second,woman,False,Southampton,yes,True,Adult,0.3607911106520223,-0.3842583473748022
1,1,female,39.0,1,0,55.9,S,First,woman,False,Southampton,yes,False,Adult,0.7458528026894495,0.4789640737474043
0,3,female,28.0,1,0,14.4583,C,Third,woman,False,Cherbourg,no,False,Adult,-0.10128291979289036,-0.3549148215770746
1,3,male,32.0,0,0,7.925,S,Third,man,True,Southampton,yes,True,Adult,0.2067664338370514,-0.48637615127212613
1,2,female,25.0,1,1,30.0,S,Second,woman,False,Southampton,yes,False,Adult,-0.3323199350153467,-0.04218885648721454
1,1,female,39.0,1,1,110.8833,C,First,woman,False,Cherbourg,yes,False,Adult,0.7458528026894495,1.585323452472081
0,2,male,54.0,0,0,26.0,S,Second,man,True,Southampton,no,True,Adult,1.901037878801731,-0.12267579551958811
0,1,male,36.0,0,0,40.125,C,First,man,True,Cherbourg,no,True,Adult,0.5148157874669932,0.16154370793848105
0,3,male,28.0,0,0,8.7125,C,Third,man,True,Cherbourg,no,True,Adult,-0.10128291979289036,-0.4705302851501276
1,1,female,18.0,0,2,79.65,S,First,woman,False,Southampton,yes,False,Adult,-0.8714063038677448,0.9568552742521225
0,2,male,47.0,0,0,15.0,S,Second,man,True,Southampton,no,True,Adult,1.3619515099493331,-0.3440148778586154
1,1,male,60.0,1,1,79.2,C,First,man,True,Cherbourg,yes,False,Senior,2.3631119092466437,0.9478004936109804
0,3,male,22.0,0,0,8.05,S,Third,man,True,Southampton,no,True,Adult,-0.563356950237803,-0.4838609344273645
0,3,male,28.0,0,0,8.05,S,Third,man,True,Southampton,no,True,Adult,-0.10128291979289036,-0.4838609344273645
0,3,male,35.0,0,0,7.125,S,Third,man,True,Southampton,no,True,Adult,0.43780344905950774,-0.5024735390786009
1,1,female,52.0,1,0,78.2667,C,First,woman,False,Cherbourg,yes,False,Adult,1.7470132019867604,0.9290208785612518
0,3,male,47.0,0,0,7.25,S,Third,man,True,Southampton,no,True,Adult,1.3619515099493331,-0.4999583222338392
0,3,female,28.0,0,2,7.75,Q,Third,woman,False,Queenstown,no,False,Adult,-0.10128291979289036,-0.4898974548547925
0,2,male,37.0,1,0,26.0,S,Second,man,True,Southampton,no,False,Adult,0.5918281258744786,-0.12267579551958811
0,3,male,36.0,1,1,24.15,S,Third,man,True,Southampton,no,False,Adult,0.5148157874669932,-0.1599010048220609
1,2,female,28.0,0,0,33.0,S,Second,woman,False,Southampton,yes,True,Adult,-0.10128291979289036,0.01817634778706563
0,3,male,49.0,0,0,0.0,S,Third,man,True,Southampton,no,True,Adult,1.515976186764304,-0.6458408992300163
0,3,male,28.0,0,0,7.225,C,Third,man,True,Cherbourg,no,True,Adult,-0.10128291979289036,-0.5004613656027915
1,1,male,49.0,1,0,56.9292,C,First,man,True,Cherbourg,yes,False,Adult,1.515976186764304,0.49967336316043404
1,2,female,24.0,2,1,27.0,S,Second,woman,False,Southampton,yes,False,Adult,-0.4093322734228321,-0.10255406076149472
0,3,male,28.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,Adult,-0.10128291979289036,-0.48696370592706245
0,1,male,28.0,0,0,42.4,S,First,man,True,Southampton,no,True,Adult,-0.10128291979289036,0.2073206545131435
0,3,male,44.0,0,0,8.05,S,Third,man,True,Southampton,no,True,Adult,1.1309144947268768,-0.4838609344273645
1,1,male,35.0,0,0,26.55,C,First,man,True,Cherbourg,yes,True,Adult,0.43780344905950774,-0.11160884140263673
0,3,male,36.0,1,0,15.55,S,Third,man,True,Southampton,no,False,Adult,0.5148157874669932,-0.33294792374166404
0,3,male,30.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,Adult,0.052741757022080525,-0.48696370592706245
1,1,male,27.0,0,0,30.5,S,First,man,True,Southampton,yes,True,Adult,-0.1782952582003758,-0.032127989108167845
1,2,female,22.0,1,2,41.5792,C,Second,woman,False,Cherbourg,yes,False,Adult,-0.563356950237803,0.19080473462370046
1,1,female,40.0,0,0,153.4625,S,First,woman,False,Southampton,yes,True,Adult,0.822865141096935,2.442090821083891
0,3,female,39.0,1,5,31.275,S,Third,woman,False,Southampton,no,False,Adult,0.7458528026894495,-0.016533644670645498
0,3,male,28.0,0,0,7.05,S,Third,man,True,Southampton,no,True,Adult,-0.10128291979289036,-0.5039826691854579
1,3,female,28.0,1,0,15.5,Q,Third,woman,False,Queenstown,yes,False,Adult,-0.10128291979289036,-0.33395401047956874
0,3,male,28.0,0,0,7.75,Q,Third,man,True,Queenstown,no,True,Adult,-0.10128291979289036,-0.4898974548547925
0,3,male,35.0,0,0,8.05,S,Third,man,True,Southampton,no,True,Adult,0.43780344905950774,-0.4838609344273645
1,2,female,24.0,1,2,65.0,S,Second,woman,False,Southampton,yes,False,Adult,-0.4093322734228321,0.6620718600460541
0,3,male,34.0,1,1,14.4,S,Third,man,True,Southampton,no,False,Adult,0.3607911106520223,-0.3560879187134715
0,3,female,26.0,1,0,16.1,S,Third,woman,False,Southampton,no,False,Adult,-0.25530759660786123,-0.32188096962471263
1,2,female,4.0,2,1,39.0,S,Second,child,False,Southampton,yes,False,Child,-1.949579041572541,0.138906756335626
0,2,male,26.0,0,0,10.5,S,Second,man,True,Southampton,no,True,Adult,-0.25530759660786123,-0.4345626842700357
0,3,male,27.0,1,0,14.4542,C,Third,man,True,Cherbourg,no,False,Adult,-0.1782952582003758,-0.3549973206895828
1,1,male,42.0,1,0,52.5542,S,First,man,True,Southampton,yes,False,Adult,0.9768898179119059,0.4116407735937755
1,3,male,20.0,1,1,15.7417,C,Third,man,True,Cherbourg,yes,False,Adult,-0.7173816270527739,-0.3290905871885375
0,3,male,21.0,0,0,7.8542,S,Third,man,True,Southampton,no,True,Adult,-0.6403692886452884,-0.4878007700929992
0,3,male,21.0,0,0,16.1,S,Third,man,True,Southampton,no,True,Adult,-0.6403692886452884,-0.32188096962471263
0,1,male,61.0,0,0,32.3208,S,First,man,True,Southampton,no,True,Senior,2.440124247654129,0.004509665539368568
0,2,male,57.0,0,0,12.35,Q,Second,man,True,Queenstown,no,True,Adult,2.1320748940241874,-0.3973374749675629
1,1,female,21.0,0,0,77.9583,S,First,woman,False,Southampton,yes,True,Adult,-0.6403692886452884,0.9228153355618557
0,3,male,26.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,Adult,-0.25530759660786123,-0.48696370592706245
0,3,male,28.0,0,0,7.7333,Q,Third,man,True,Queenstown,no,True,Adult,-0.10128291979289036,-0.49023348782525267
1,1,male,80.0,0,0,30.0,S,First,man,True,Southampton,yes,True,Senior,3.903358677396353,-0.04218885648721454
0,3,male,51.0,0,0,7.0542,S,Third,man,True,Southampton,no,True,Adult,1.670000863579275,-0.5038981578994739
1,1,male,32.0,0,0,30.5,C,First,man,True,Cherbourg,yes,True,Adult,0.2067664338370514,-0.032127989108167845
0,1,male,28.0,0,0,0.0,S,First,man,True,Southampton,no,True,Adult,-0.10128291979289036,-0.6458408992300163
0,3,female,9.0,3,2,27.9,S,Third,child,False,Southampton,no,False,Child,-1.5645173495351137,-0.08444449947921069
1,2,female,28.0,0,0,13.0,S,Second,woman,False,Southampton,yes,True,Adult,-0.10128291979289036,-0.3842583473748022
0,3,male,32.0,0,0,7.925,S,Third,man,True,Southampton,no,True,Adult,0.2067664338370514,-0.48637615127212613
0,2,male,31.0,1,1,26.25,S,Second,man,True,Southampton,no,False,Adult,0.12975409542956598,-0.11764536183006476
0,3,female,41.0,0,5,39.6875,S,Third,woman,False,Southampton,no,False,Adult,0.8998774795044204,0.15274044898181519
0,3,male,28.0,1,0,16.1,S,Third,man,True,Southampton,no,False,Adult,-0.10128291979289036,-0.32188096962471263
0,3,male,20.0,0,0,7.8542,S,Third,man,True,Southampton,no,True,Adult,-0.7173816270527739,-0.4878007700929992
1,1,female,24.0,0,0,69.3,C,First,woman,False,Cherbourg,yes,True,Adult,-0.4093322734228321,0.7485953195058557
0,3,female,2.0,3,2,27.9,S,Third,child,False,Southampton,no,False,Child,-2.103603718387512,-0.08444449947921069
1,3,male,28.0,0,0,56.4958,S,Third,man,True,Southampton,yes,True,Adult,-0.10128291979289036,0.4909526033162764
1,3,female,0.75,2,1,19.2583,C,Third,child,False,Cherbourg,yes,False,Child,-2.1998691413968685,-0.25833049473822634
1,1,male,48.0,1,0,76.7292,C,First,man,True,Cherbourg,yes,False,Adult,1.4389638483568186,0.8980837113706833
0,3,male,19.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,Adult,-0.7943939654602593,-0.48696370592706245
1,1,male,56.0,0,0,35.5,C,First,man,True,Cherbourg,yes,True,Adult,2.055062555616702,0.0684806846822991
0,3,male,28.0,0,0,7.55,S,Third,man,True,Southampton,no,True,Adult,-0.10128291979289036,-0.49392180180641115
1,3,female,23.0,0,0,7.55,S,Third,woman,False,Southampton,yes,True,Adult,-0.4863446118303176,-0.49392180180641115
0,3,male,28.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,Adult,-0.10128291979289036,-0.48696370592706245
1,2,female,18.0,0,1,23.0,S,Second,woman,False,Southampton,yes,False,Adult,-0.8714063038677448,-0.1830409997938683
0,3,male,21.0,0,0,8.4333,S,Third,man,True,Southampton,no,True,Adult,-0.6403692886452884,-0.4761482734945873
1,3,female,28.0,0,0,7.8292,Q,Third,woman,False,Queenstown,yes,True,Adult,-0.10128291979289036,-0.4883038134619515
0,3,female,18.0,0,0,6.75,Q,Third,woman,False,Queenstown,no,True,Adult,-0.8714063038677448,-0.510019189612886
0,2,male,24.0,2,0,73.5,S,Second,man,True,Southampton,no,False,Adult,-0.4093322734228321,0.8331066054898479
0,3,male,28.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,Adult,-0.10128291979289036,-0.48696370592706245
0,3,female,32.0,1,1,15.5,Q,Third,woman,False,Queenstown,no,False,Adult,0.2067664338370514,-0.33395401047956874
0,2,male,23.0,0,0,13.0,S,Second,man,True,Southampton,no,True,Adult,-0.4863446118303176,-0.3842583473748022
0,1,male,58.0,0,2,113.275,C,First,man,True,Cherbourg,no,False,Adult,2.209087232431673,1.6334486054930126
1,1,male,50.0,2,0,133.65,S,First,man,True,Southampton,yes,False,Adult,1.5929885251717895,2.0434289511891657
0,3,male,40.0,0,0,7.225,C,Third,man,True,Cherbourg,no,True,Adult,0.822865141096935,-0.5004613656027915
0,1,male,47.0,0,0,25.5875,S,First,man,True,Southampton,no,True,Adult,1.3619515099493331,-0.13097601110730167
0,3,male,36.0,0,0,7.4958,S,Third,man,True,Southampton,no,True,Adult,0.5148157874669932,-0.4950123998302999
1,3,male,20.0,1,0,7.925,S,Third,man,True,Southampton,yes,False,Adult,-0.7173816270527739,-0.48637615127212613
0,2,male,32.0,2,0,73.5,S,Second,man,True,Southampton,no,False,Adult,0.2067664338370514,0.8331066054898479
0,2,male,25.0,0,0,13.0,S,Second,man,True,Southampton,no,True,Adult,-0.3323199350153467,-0.3842583473748022
0,3,male,28.0,0,0,7.775,S,Third,man,True,Southampton,no,True,Adult,-0.10128291979289036,-0.4893944114858402
0,3,male,43.0,0,0,8.05,S,Third,man,True,Southampton,no,True,Adult,1.0539021563193913,-0.4838609344273645
1,1,female,28.0,1,0,52.0,S,First,woman,False,Southampton,yes,False,Adult,-0.10128291979289036,0.40048930819084005
1,2,female,40.0,1,1,39.0,S,Second,woman,False,Southampton,yes,False,Adult,0.822865141096935,0.138906756335626
0,1,male,31.0,1,0,52.0,S,First,man,True,Southampton,no,False,Adult,0.12975409542956598,0.40048930819084005
0,2,male,70.0,0,0,10.5,S,Second,man,True,Southampton,no,True,Senior,3.1332352933214986,-0.4345626842700357
1,2,male,31.0,0,0,13.0,S,Second,man,True,Southampton,yes,True,Adult,0.12975409542956598,-0.3842583473748022
0,2,male,28.0,0,0,0.0,S,Second,man,True,Southampton,no,True,Adult,-0.10128291979289036,-0.6458408992300163
0,3,male,18.0,0,0,7.775,S,Third,man,True,Southampton,no,True,Adult,-0.8714063038677448,-0.4893944114858402
0,3,male,24.5,0,0,8.05,S,Third,man,True,Southampton,no,True,Adult,-0.3708261042190894,-0.4838609344273645
1,3,female,18.0,0,0,9.8417,S,Third,woman,False,Southampton,yes,True,Adult,-0.8714063038677448,-0.4478088222612886
0,3,female,43.0,1,6,46.9,S,Third,woman,False,Southampton,no,False,Adult,1.0539021563193913,0.29786846092456376
1,1,male,36.0,0,1,512.3292,C,First,man,True,Cherbourg,yes,False,Adult,0.5148157874669932,9.663111371996164
0,3,female,28.0,0,0,8.1375,Q,Third,woman,False,Queenstown,no,True,Adult,-0.10128291979289036,-0.48210028263603133
1,1,male,27.0,0,0,76.7292,C,First,man,True,Cherbourg,yes,True,Adult,-0.1782952582003758,0.8980837113706833
0,3,male,20.0,0,0,9.225,S,Third,man,True,Southampton,no,True,Adult,-0.7173816270527739,-0.46021789608660474
0,3,male,14.0,5,2,46.9,S,Third,child,False,Southampton,no,False,Teenager,-1.1794556574976864,0.29786846092456376
0,2,male,60.0,1,1,39.0,S,Second,man,True,Southampton,no,False,Senior,2.3631119092466437,0.138906756335626
0,2,male,25.0,1,2,41.5792,C,Second,man,True,Cherbourg,no,False,Adult,-0.3323199350153467,0.19080473462370046
0,3,male,14.0,4,1,39.6875,S,Third,child,False,Southampton,no,False,Teenager,-1.1794556574976864,0.15274044898181519
0,3,male,19.0,0,0,10.1708,S,Third,man,True,Southampton,no,True,Adult,-0.7943939654602593,-0.44118675935240004
0,3,male,18.0,0,0,7.7958,S,Third,man,True,Southampton,no,True,Adult,-0.8714063038677448,-0.48897587940287185
